Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Product rating count (product.metafields.reviews.rating_count),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Shoe features (product.metafields.shopify.shoe-features),Shoe size (product.metafields.shopify.shoe-size),Sneaker style (product.metafields.shopify.sneaker-style),Toe style (product.metafields.shopify.toe-style),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Rwanda,Price / Rwanda,Compare At Price / Rwanda,Status
adidas-ae-1j-with-love-mid-gs,,,,,,,,,black,,,43,,,,,"",0.0,shopify,5,deny,manual,60000,80000,true,true,"",https://cdn.shopify.com/s/files/1/0748/5076/2982/files/WhatsAppImage2024-08-02at10.45.01.jpg?v=1746553040,3,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
adidas-ae-1j-with-love-mid-gs,,,,,,,,,black,,,44,,,,,"",0.0,shopify,5,deny,manual,60000,80000,true,true,"",https://cdn.shopify.com/s/files/1/0748/5076/2982/files/IF1875_a4.webp?v=1746553040,4,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
adidas-ae-1j-with-love-mid-gs,,,,,,,,,blue,,,41,,,,,"",0.0,shopify,5,deny,manual,60000,80000,true,true,"",https://cdn.shopify.com/s/files/1/0748/5076/2982/files/IF1875_a3.webp?v=1746553040,5,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
adidas-ae-1j-with-love-mid-gs,,,,,,,,,blue,,,42,,,,,"",0.0,shopify,5,deny,manual,60000,80000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
adidas-ae-1j-with-love-mid-gs,,,,,,,,,blue,,,43,,,,,"",0.0,shopify,5,deny,manual,60000,80000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
adidas-ae-1j-with-love-mid-gs,,,,,,,,,blue,,,44,,,,,"",0.0,shopify,5,deny,manual,60000,80000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
adidas-ae-1j-with-love-mid-gs,,,,,,,,,brown,,,41,,,,,"",0.0,shopify,5,deny,manual,60000,80000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
adidas-ae-1j-with-love-mid-gs,,,,,,,,,brown,,,42,,,,,"",0.0,shopify,5,deny,manual,60000,80000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
adidas-ae-1j-with-love-mid-gs,,,,,,,,,brown,,,43,,,,,"",0.0,shopify,5,deny,manual,60000,80000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
adidas-ae-1j-with-love-mid-gs,,,,,,,,,brown,,,44,,,,,"",0.0,shopify,5,deny,manual,60000,80000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
adidas-ae-1j-with-love-mid-gs,,,,,,,,,silver,,,41,,,,,"",0.0,shopify,5,deny,manual,60000,80000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
adidas-ae-1j-with-love-mid-gs,,,,,,,,,silver,,,42,,,,,"",0.0,shopify,5,deny,manual,60000,80000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
adidas-ae-1j-with-love-mid-gs,,,,,,,,,silver,,,43,,,,,"",0.0,shopify,5,deny,manual,60000,80000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
adidas-ae-1j-with-love-mid-gs,,,,,,,,,silver,,,44,,,,,"",0.0,shopify,5,deny,manual,60000,80000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,PUMA x LAMELO BALL MB.03,"<p>Watch your boys move with power and make it rain on the court with the PUMA MB.03. Part of LaFrance, LaMelo Ball's official lifestyle fashion brand, these shoes celebrate Melo's electrifying game and bold style while taking your champions' performances to the next level. The disruptive design is packaged with a premium engineered woven mesh upper material and provides lightweight support to your kids.</p>
<p>The seamless construction with multi-zoned materials adds breathability and comfort. Flaunting vibrant patterns, these LaMelo-inspired sneakers fuse elements of slime and claw marks to celebrate explosive players, who truly define the ever-so-popular term ""other-worldly."" Lightweight, sleek, and performance-driven, the PUMA MB.03 helps your boys stack threes like legends.</p>
<p><strong>PUMA MB.03 features:</strong></p>
<ul>
<li>Engineered woven mesh upper offers breathability.</li>
<li>Nitro Infused Foam in the midsole provides superior responsiveness and lightweight cushioning.</li>
<li>TPU heel counter brings added lateral stability.</li>
<li>Full-coverage high-abrasion tread pattern on the outsole with non-slip rubber compounds adds reliable traction.</li>
</ul>
<!---->",spplyplus,Apparel & Accessories > Shoes > Sneakers,"","",true,Color,#1,,Shoe size,42,,Activity,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",https://cdn.shopify.com/s/files/1/0748/5076/2982/files/WhatsAppImage2024-08-02at10.37.24.jpg?v=1746553031,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
puma-x-lamelo-ball-mb-03,,,,,,,,,#1,,,41,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",https://cdn.shopify.com/s/files/1/0748/5076/2982/files/WhatsAppImage2024-08-02at10.39.56_1.jpg?v=1746553031,2,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#1,,,43,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",https://cdn.shopify.com/s/files/1/0748/5076/2982/files/WhatsAppImage2024-08-02at10.39.56.jpg?v=1746553031,3,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#1,,,44,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",https://cdn.shopify.com/s/files/1/0748/5076/2982/files/37990401.webp?v=1746553031,4,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#2,,,42,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",https://cdn.shopify.com/s/files/1/0748/5076/2982/files/37933001.webp?v=1746553031,5,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#2,,,41,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",https://cdn.shopify.com/s/files/1/0748/5076/2982/files/39847101.webp?v=1746553031,6,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#2,,,43,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",https://cdn.shopify.com/s/files/1/0748/5076/2982/files/37932901.webp?v=1746553031,7,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#2,,,44,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#3,,,42,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#3,,,41,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#3,,,43,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#3,,,44,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#4,,,42,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#4,,,41,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#4,,,43,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#4,,,44,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#5,,,42,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#5,,,41,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#5,,,43,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#5,,,44,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#6,,,42,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#6,,,41,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#6,,,43,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#6,,,44,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#7,,,42,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#7,,,41,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#7,,,43,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
puma-x-lamelo-ball-mb-03,,,,,,,,,#7,,,44,,,basketball,,"",0.0,shopify,5,deny,manual,50000,68000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,Nike Lebron XXI 2,"<p><img></p>
<p>Drop a dime, cut the net, and show your game like a true champion with the Nike Lebron XXI. Loaded with Air Zoom units, these LeBron-inspired shoes discard the excess weight and are curved to bend in all directions, offering you perfect fluidity and explosiveness. Keeping you low to the ground, these hardwood silhouettes feature a soft midsole that enhances the court feel.</p>
<p>Fast and responsive, these sneakers provide energy return and move naturally with your foot during full-throttle, open floor attacks, rim runs, and beyond. When the game’s pace picks up, the Nike Lebron XXI lets you blaze through the court and shoot for the hoop with confidence.</p>
<p><strong>Nike Lebron XXI features:</strong></p>
<ul>
<li>Upper made of a dimensional mesh feels airy and provides breathability and durability.</li>
<li>Bottom-loaded Zoom Air unit in the heel adds cushioning.</li>
<li>Carbon fibre midfoot plate offers steadiness and sturdiness.</li>
</ul>
<!---->",spplyplus,Apparel & Accessories > Shoes > Sneakers,"","",true,Size,41,,Color,black,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",https://cdn.shopify.com/s/files/1/0748/5076/2982/files/WhatsAppImage2024-08-02at10.36.25.jpg?v=1746553021,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
nike-lebron-xxi-2,,,,,,,,,41,,,brown,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",https://cdn.shopify.com/s/files/1/0748/5076/2982/files/V234500_a1.webp?v=1746553021,2,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,41,,,blue,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",https://cdn.shopify.com/s/files/1/0748/5076/2982/files/B2238001_a2.webp?v=1746553021,3,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,41,,,gray,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",https://cdn.shopify.com/s/files/1/0748/5076/2982/files/N0708400_a3.webp?v=1746553021,4,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,41,,,purple,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",https://cdn.shopify.com/s/files/1/0748/5076/2982/files/V2345302_a4.webp?v=1746553021,5,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,41,,,silver,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",https://cdn.shopify.com/s/files/1/0748/5076/2982/files/F5353001_03.webp?v=1746553021,6,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,42,,,black,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",https://cdn.shopify.com/s/files/1/0748/5076/2982/files/N0708800_05.webp?v=1746553021,7,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,42,,,brown,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,42,,,blue,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,42,,,gray,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,42,,,purple,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,42,,,silver,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,43,,,black,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,43,,,brown,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,43,,,blue,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,43,,,gray,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,43,,,purple,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,43,,,silver,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,44,,,black,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,44,,,brown,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,44,,,blue,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,44,,,gray,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,44,,,purple,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,44,,,silver,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,45,,,black,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,45,,,brown,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,45,,,blue,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,45,,,gray,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,45,,,purple,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,45,,,silver,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,46,,,black,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,46,,,brown,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,46,,,blue,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,46,,,gray,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,46,,,purple,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
nike-lebron-xxi-2,,,,,,,,,46,,,silver,,,,,"",0.0,shopify,5,deny,manual,50000,79000,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
new-balance-54sr,New balance 54sr,<p></p>,iwanyu.store,,"","",true,Color,Black,,Size,40,,,,,"",0.0,shopify,5,deny,manual,28300,,true,true,,https://cdn.shopify.com/s/files/1/0748/5076/2982/files/8F7B9FEF-6410-4B91-9417-6A07C5090A86.jpg?v=1746553011,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
new-balance-54sr,,,,,,,,,Green,,,40,,,,,"",0.0,shopify,5,deny,manual,28300,,true,true,,https://cdn.shopify.com/s/files/1/0748/5076/2982/files/C789A1B0-E620-4F79-96A2-985B8E512E3F.jpg?v=1746553011,2,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
new-balance-54sr,,,,,,,,,White,,,40,,,,,"",0.0,shopify,5,deny,manual,28300,,true,true,,https://cdn.shopify.com/s/files/1/0748/5076/2982/files/5576B6C5-807C-49EB-BE9B-C4C7041D7C46.jpg?v=1746553011,3,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
new-balance-54sr,,,,,,,,,Black,,,41,,,,,"",0.0,shopify,5,deny,manual,28300,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
new-balance-54sr,,,,,,,,,Black,,,42,,,,,"",0.0,shopify,5,deny,manual,28300,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
new-balance-54sr,,,,,,,,,Black,,,43,,,,,"",0.0,shopify,5,deny,manual,28300,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
new-balance-54sr,,,,,,,,,Green,,,41,,,,,"",0.0,shopify,5,deny,manual,28300,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
new-balance-54sr,,,,,,,,,Green,,,42,,,,,"",0.0,shopify,5,deny,manual,28300,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
new-balance-54sr,,,,,,,,,Green,,,43,,,,,"",0.0,shopify,5,deny,manual,28300,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
new-balance-54sr,,,,,,,,,White,,,41,,,,,"",0.0,shopify,5,deny,manual,28300,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
new-balance-54sr,,,,,,,,,White,,,42,,,,,"",0.0,shopify,5,deny,manual,28300,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
new-balance-54sr,,,,,,,,,White,,,43,,,,,"",0.0,shopify,5,deny,manual,28300,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
hat,Hat,<p></p>,iwanyu.store,,"","",true,Color,Black,,,,,,,,"",0.0,shopify,5,deny,manual,8600,,true,false,,https://cdn.shopify.com/s/files/1/0748/5076/2982/files/E53F5AFA-5A78-4E54-AFEB-57688E5F02B8.png?v=1746553005,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
hat,,,,,,,,,White,,,,,,,,"",0.0,shopify,5,deny,manual,8600,,true,false,,https://cdn.shopify.com/s/files/1/0748/5076/2982/files/DC90CBF8-D813-44DC-BE8D-76A3C8E7389B.png?v=1746553005,2,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
hat,,,,,,,,,Brown,,,,,,,,"",0.0,shopify,5,deny,manual,8600,,true,false,,https://cdn.shopify.com/s/files/1/0748/5076/2982/files/9FA82E2D-843B-415A-ACD9-C3A5493B49DF.png?v=1746553005,3,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
hat,,,,,,,,,Red,,,,,,,,"",0.0,shopify,5,deny,manual,8600,,true,false,,https://cdn.shopify.com/s/files/1/0748/5076/2982/files/8FD48236-887C-456E-ABFC-CFB40E52049E.png?v=1746553005,4,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
hat,,,,,,,,,Pink,,,,,,,,"",0.0,shopify,5,deny,manual,8600,,true,false,,https://cdn.shopify.com/s/files/1/0748/5076/2982/files/7184BA2B-A397-44F5-A01A-EA4A8EF930B3.png?v=1746553005,5,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
hat,,,,,,,,,Purple,,,,,,,,"",0.0,shopify,5,deny,manual,8600,,true,false,,https://cdn.shopify.com/s/files/1/0748/5076/2982/files/D2315774-E5F2-4AEC-B8BE-A1F50F7A991D.png?v=1746553005,6,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
hat,,,,,,,,,Yellow,,,,,,,,"",0.0,shopify,5,deny,manual,8600,,true,false,,https://cdn.shopify.com/s/files/1/0748/5076/2982/files/D231B0B5-207E-424D-B378-8615E0AB0539.png?v=1746553005,7,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
hat,,,,,,,,,Blue,,,,,,,,"",0.0,shopify,5,deny,manual,8600,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
hat,,,,,,,,,Gray,,,,,,,,"",0.0,shopify,5,deny,manual,8600,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
yoga-shorts,Yoga shorts,<p></p>,iwanyu.store,,"","",true,Size,M,,Color,Black,,,,,"",0.0,shopify,5,deny,manual,9800,,true,false,,https://cdn.shopify.com/s/files/1/0748/5076/2982/files/DE4C3CBE-A73D-4044-9CF3-E8073BE9186C.png?v=1746552992,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
yoga-shorts,,,,,,,,,L,,,Black,,,,,"",0.0,shopify,5,deny,manual,9800,,true,false,,https://cdn.shopify.com/s/files/1/0748/5076/2982/files/DBE16D1E-4A6B-402A-AB92-970A4FF4C9EB.png?v=1746552992,2,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
yoga-shorts,,,,,,,,,XL,,,Black,,,,,"",0.0,shopify,5,deny,manual,9800,,true,false,,https://cdn.shopify.com/s/files/1/0748/5076/2982/files/2FBD3DE9-1F13-4FF7-B77B-7644D4C714DD.png?v=1746552992,3,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
yoga-shorts,,,,,,,,,M,,,Red,,,,,"",0.0,shopify,5,deny,manual,9800,,true,false,,https://cdn.shopify.com/s/files/1/0748/5076/2982/files/F56E8C63-6C20-4954-8598-ECCC5905B83F.png?v=1746552992,4,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
yoga-shorts,,,,,,,,,M,,,Pink,,,,,"",0.0,shopify,5,deny,manual,9800,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
yoga-shorts,,,,,,,,,M,,,Purple,,,,,"",0.0,shopify,5,deny,manual,9800,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
yoga-shorts,,,,,,,,,L,,,Red,,,,,"",0.0,shopify,5,deny,manual,9800,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
yoga-shorts,,,,,,,,,L,,,Pink,,,,,"",0.0,shopify,5,deny,manual,9800,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
yoga-shorts,,,,,,,,,L,,,Purple,,,,,"",0.0,shopify,5,deny,manual,9800,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
yoga-shorts,,,,,,,,,XL,,,Red,,,,,"",0.0,shopify,5,deny,manual,9800,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
